id_equipo,nombre_equipo,nombre_liga,nivel_liga,nombre_nacionalidad,valoracion_general,ataque,mediocampo,defensa,estadio_local,prestigio_internacional,prestigio_domestico,presupuesto_fichajes_eur,valor_club_eur,edad_promedio_titulares,edad_promedio_equipo,capitan,tiro_libre_corto,tiro_libre_largo,tiro_libre_corto_izquierda,tiro_libre_corto_derecha,penales,corner_izquierdo,corner_derecho,estilo_defensivo,ancho_equipo_defensivo,profundidad_equipo_defensivo,presion_defensiva,agresividad_defensiva,ancho_defensivo,linea_defensiva,estilo_ofensivo,construccion_juego,creacion_oportunidades,ancho_equipo_ofensivo,jugadores_en_el_area,tactica_corners,tactica_tiros_libres,velocidad_construccion,regate_construccion,pase_construccion,posicionamiento_construccion,pase_creacion_oportunidades,centros_creacion_oportunidades,remates_creacion_oportunidades,posicionamiento_creacion_oportunidades
1843,Palermo,Serie B,2.0,Italy,68,69,66,67,Stadio Classico,2,8.0,,20000000.0,25.45,24.48,253019.0,269357.0,269357.0,269357.0,269357.0,253019.0,220517.0,269357.0,Pressure On Heavy Touch,51.0,71.0,,,,,,Slow Build Up,Possession,51.0,6.0,3.0,3.0,,,,,,,,
1848,Bari 1908,Serie B,2.0,Italy,68,69,69,68,Stadion Olympik,2,9.0,,22000000.0,28.73,27.86,137786.0,198223.0,198223.0,198223.0,198223.0,268511.0,198223.0,198223.0,Balanced,41.0,61.0,,,,,,Long Ball,Direct Passing,41.0,3.0,3.0,3.0,,,,,,,,
1871,Legia Warszawa,Ekstraklasa,1.0,Poland,68,67,69,67,Waldstadion (Fussballstadion),4,10.0,,8000000.0,25.82,25.19,177790.0,199739.0,199739.0,199739.0,199739.0,199739.0,199739.0,199739.0,Press After Possession Loss,51.0,71.0,,,,,,Fast Build Up,Forward Runs,81.0,5.0,3.0,3.0,,,,,,,,
1917,Wigan Athletic,Championship,2.0,England,68,67,69,69,Ivy Lane,1,2.0,,9000000.0,29.55,25.77,200309.0,200667.0,200667.0,200667.0,198489.0,201911.0,200667.0,198489.0,Balanced,61.0,41.0,,,,,,Long Ball,Direct Passing,61.0,5.0,3.0,3.0,,,,,,,,
1926,Blackpool,Championship,2.0,England,68,68,66,67,Molton Road (Sheldon Stadium),1,2.0,,5600000.0,24.82,24.67,209333.0,233105.0,233105.0,233105.0,233105.0,226507.0,233105.0,233105.0,Pressure On Heavy Touch,51.0,51.0,,,,,,Long Ball,Direct Passing,61.0,3.0,3.0,3.0,,,,,,,,
1961,Cardiff City,Championship,2.0,Wales,68,69,69,68,Cardiff City Stadium,1,7.0,,70000000.0,25.91,24.1,204464.0,227929.0,227929.0,227929.0,227929.0,204464.0,227929.0,204464.0,Balanced,51.0,41.0,,,,,,Fast Build Up,Forward Runs,61.0,5.0,3.0,3.0,,,,,,,,
2023,Ponferradina,La Liga 2,2.0,Spain,68,66,68,68,Court Lane,1,6.0,,4300000.0,27.55,25.76,3467.0,223853.0,223853.0,223853.0,223853.0,3467.0,223853.0,223853.0,Balanced,51.0,51.0,,,,,,Fast Build Up,Forward Runs,61.0,3.0,3.0,3.0,,,,,,,,
15005,Zulte-Waregem,Jupiler Pro League,1.0,Belgium,68,70,66,65,Ivy Lane,4,5.0,,35000000.0,23.82,25.11,176137.0,222828.0,224191.0,222828.0,222828.0,176137.0,224191.0,222828.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,61.0,3.0,3.0,3.0,,,,,,,,
100761,FCSB,Liga 1,1.0,Romania,68,68,67,66,Waldstadion (Fussballstadion),4,10.0,,13000000.0,24.55,24.82,238274.0,238274.0,247972.0,238274.0,251236.0,262447.0,247972.0,247972.0,Balanced,51.0,51.0,,,,,,Fast Build Up,Forward Runs,51.0,5.0,3.0,3.0,,,,,,,,
100888,Leganés,La Liga 2,2.0,Spain,68,66,68,69,Municipal de Butarque,1,7.0,,10800000.0,28.73,26.57,231530.0,204523.0,204523.0,204523.0,204523.0,204523.0,204523.0,204523.0,Balanced,51.0,61.0,,,,,,Balanced,Balanced,51.0,3.0,3.0,3.0,,,,,,,,
101084,Gimnasia La Plata,Liga Profesional,1.0,Argentina,68,69,66,70,Arena del Centenario (Estadio del Pueblo),1,2.0,,10000000.0,24.09,23.48,240640.0,228211.0,255718.0,228211.0,228211.0,228211.0,255718.0,255718.0,Balanced,41.0,41.0,,,,,,Fast Build Up,Forward Runs,61.0,4.0,3.0,3.0,,,,,,,,
101101,Junior,Liga BetPlay,1.0,Colombia,68,68,68,67,O Dromo,5,8.0,,45500000.0,29.36,28.5,161663.0,236747.0,236747.0,236747.0,236747.0,236747.0,236747.0,236747.0,Press After Possession Loss,51.0,51.0,,,,,,Balanced,Balanced,51.0,7.0,3.0,3.0,,,,,,,,
101103,Independiente Medellín,Liga BetPlay,1.0,Colombia,68,69,67,68,El Libertador (La Bombastico),5,7.0,,29000000.0,28.55,27.56,209738.0,214207.0,209738.0,214207.0,214207.0,209738.0,214497.0,214207.0,Balanced,51.0,51.0,,,,,,Slow Build Up,Possession,71.0,6.0,3.0,3.0,,,,,,,,
101112,Vancouver Whitecaps,Major League Soccer,1.0,Canada,68,71,68,67,BC Place Stadium,2,5.0,,193500000.0,25.36,23.23,201869.0,208919.0,208919.0,208919.0,208919.0,208919.0,208919.0,208919.0,Pressure On Heavy Touch,31.0,37.0,,,,,,Long Ball,Direct Passing,51.0,3.0,3.0,3.0,,,,,,,,
110500,Eintracht Braunschweig,2. Bundesliga,2.0,Germany,68,66,68,68,Euro Arena,1,1.0,,9300000.0,27.45,25.21,169404.0,207954.0,232406.0,207954.0,207954.0,198554.0,243904.0,243904.0,Balanced,51.0,37.0,,,,,,Long Ball,Direct Passing,71.0,3.0,3.0,3.0,,,,,,,,
110569,Dijon,Ligue 2,2.0,France,68,69,68,67,Court Lane,1,5.0,,20000000.0,28.64,25.63,163665.0,251309.0,213030.0,251309.0,251309.0,201145.0,251309.0,251309.0,Balanced,41.0,41.0,,,,,,Long Ball,Direct Passing,41.0,4.0,3.0,3.0,,,,,,,,
110580,Rosario Central,Liga Profesional,1.0,Argentina,68,67,67,68,Estadio Presidente G.Lopes,4,7.0,,30000000.0,25.18,24.25,224461.0,226797.0,226797.0,226797.0,226797.0,269176.0,224461.0,224461.0,Pressure On Heavy Touch,71.0,51.0,,,,,,Balanced,Balanced,71.0,7.0,3.0,3.0,,,,,,,,
110770,Sion,Super League,1.0,Switzerland,68,77,68,65,Court Lane,3,6.0,,14500000.0,25.64,26.04,229336.0,186627.0,229336.0,229336.0,186627.0,186627.0,229336.0,229336.0,Balanced,61.0,51.0,,,,,,Balanced,Balanced,51.0,3.0,3.0,3.0,,,,,,,,
110816,CFR Cluj,Liga 1,1.0,Romania,68,66,69,68,Forest Park Stadium (Square Ground),4,10.0,,7200000.0,27.18,27.68,199572.0,199572.0,199572.0,248049.0,199572.0,199572.0,248049.0,199572.0,Balanced,41.0,51.0,,,,,,Balanced,Balanced,51.0,5.0,3.0,3.0,,,,,,,,
110929,Kaizer Chiefs,Premier League,1.0,South Africa,68,69,65,67,Sanderson Park (FIFA 13 NEW generic),6,9.0,,10000000.0,27.45,26.39,225139.0,225139.0,238086.0,225139.0,225139.0,225139.0,270273.0,225139.0,Press After Possession Loss,71.0,61.0,,,,,,Fast Build Up,Forward Runs,71.0,6.0,3.0,3.0,,,,,,,,
110975,Universidad Católica,Primera Division,1.0,Chile,68,69,66,69,Arena d'Oro,6,9.0,,36500000.0,26.82,26.21,232670.0,187800.0,187800.0,187800.0,187800.0,232670.0,187800.0,187800.0,Pressure On Heavy Touch,71.0,81.0,,,,,,Slow Build Up,Possession,71.0,6.0,3.0,3.0,,,,,,,,
111013,Sporting Cristal,Primera Division,1.0,Peru,68,67,68,68,Arena del Centenario (Estadio del Pueblo),5,10.0,,26300000.0,26.18,23.74,196848.0,204542.0,204542.0,204542.0,204542.0,204542.0,234180.0,231930.0,Pressure On Heavy Touch,51.0,71.0,,,,,,Slow Build Up,Possession,61.0,3.0,3.0,3.0,,,,,,,,
111117,Fatih Karagümrük,Super Lig,1.0,Turkey,68,70,70,65,Atatürk Olimpiyat Stadı,1,1.0,,8400000.0,27.09,25.27,168354.0,200094.0,200094.0,200094.0,200094.0,220131.0,186200.0,186200.0,Pressure On Heavy Touch,61.0,51.0,,,,,,Slow Build Up,Possession,81.0,5.0,3.0,3.0,,,,,,,,
111325,Nacional,Primera Division,1.0,Uruguay,68,67,69,69,El Libertador (La Bombastico),8,10.0,,55000000.0,27.64,25.22,223690.0,232546.0,266689.0,232546.0,242335.0,200875.0,232546.0,232546.0,Press After Possession Loss,61.0,61.0,,,,,,Slow Build Up,Possession,61.0,4.0,3.0,3.0,,,,,,,,
111334,Melgar,Primera Division,1.0,Peru,68,71,67,67,El Monumento (Estadio Latino),3,8.0,,14800000.0,27.27,24.75,237031.0,233571.0,233571.0,233571.0,233571.0,237031.0,254220.0,219575.0,Press After Possession Loss,51.0,51.0,,,,,,Fast Build Up,Forward Runs,61.0,4.0,3.0,3.0,,,,,,,,
111473,New Zealand,Friendly International,,New Zealand,68,69,66,67,O Dromo,2,,,,25.82,25.91,192123.0,254142.0,254142.0,192123.0,254142.0,192123.0,254142.0,254142.0,Balanced,71.0,41.0,,,,,,Slow Build Up,Possession,71.0,4.0,3.0,3.0,,,,,,,,
111657,Frosinone,Serie B,2.0,Italy,68,69,69,68,Stadion Neder,1,5.0,,30000000.0,26.36,23.93,204447.0,212381.0,212446.0,212446.0,212381.0,212446.0,212446.0,221331.0,Balanced,61.0,51.0,,,,,,Fast Build Up,Forward Runs,71.0,4.0,3.0,3.0,,,,,,,,
111708,Atlético Tucumán,Liga Profesional,1.0,Argentina,68,70,68,68,Estadio Nacional (El Medio),2,4.0,,10000000.0,28.18,25.78,232692.0,233092.0,233092.0,233092.0,233092.0,215294.0,233092.0,233092.0,Balanced,51.0,41.0,,,,,,Long Ball,Direct Passing,41.0,3.0,3.0,3.0,,,,,,,,
111722,Deportes Tolima,Liga BetPlay,1.0,Colombia,68,69,68,69,Arena d'Oro,4,9.0,,42700000.0,28.09,26.17,214135.0,231571.0,231571.0,231571.0,231571.0,214980.0,231571.0,231571.0,Balanced,71.0,51.0,,,,,,Fast Build Up,Forward Runs,71.0,3.0,3.0,3.0,,,,,,,,
112390,Al Fateh,Pro League,1.0,Saudi Arabia,68,71,65,67,Stade Kokoto (Generic Africa 2),3,6.0,,9000000.0,29.18,26.6,235890.0,259265.0,209177.0,259265.0,259265.0,259265.0,214692.0,214692.0,Balanced,51.0,51.0,,,,,,Fast Build Up,Forward Runs,61.0,4.0,3.0,3.0,,,,,,,,
112513,Arouca,Liga Portugal,1.0,Portugal,68,68,69,68,Aloha Park (Generic Oceania 2),1,2.0,,5700000.0,25.55,25.07,229889.0,192636.0,192636.0,192636.0,192636.0,236255.0,262438.0,262438.0,Balanced,41.0,51.0,,,,,,Balanced,Balanced,51.0,3.0,3.0,3.0,,,,,,,,
112893,Inter Miami,Major League Soccer,1.0,United States,68,69,70,66,Crown Lane,3,3.0,,330000000.0,26.45,24.3,251410.0,203895.0,209238.0,209238.0,203895.0,209238.0,203895.0,209238.0,Balanced,61.0,51.0,,,,,,Slow Build Up,Possession,71.0,3.0,3.0,3.0,,,,,,,,
112908,Independiente del Valle,Liga Pro,1.0,Ecuador,68,70,69,66,Stade Municipal,5,8.0,,33500000.0,27.36,24.16,210281.0,220739.0,215076.0,220739.0,220739.0,215076.0,220739.0,220739.0,Press After Possession Loss,51.0,61.0,,,,,,Fast Build Up,Forward Runs,71.0,3.0,3.0,3.0,,,,,,,,
113149,Cincinnati,Major League Soccer,1.0,United States,68,68,71,66,Stadion Europa (Generic Europe 2),1,1.0,,226500000.0,26.0,25.71,221634.0,221634.0,221634.0,221634.0,221634.0,221634.0,221634.0,221634.0,Balanced,41.0,41.0,,,,,,Slow Build Up,Possession,41.0,3.0,3.0,3.0,,,,,,,,
113981,UD Ibiza,La Liga 2,2.0,Spain,68,66,69,68,Town Park,1,2.0,,2800000.0,28.27,25.9,198839.0,204280.0,204280.0,204280.0,204280.0,262303.0,204280.0,204280.0,Balanced,51.0,41.0,,,,,,Balanced,Balanced,61.0,3.0,3.0,3.0,,,,,,,,
114326,Raków Częstochowa,Ekstraklasa,1.0,Poland,68,69,68,67,469,3,9.0,,9000000.0,26.45,24.96,239179.0,239505.0,222467.0,222467.0,239505.0,233214.0,235471.0,235471.0,Pressure On Heavy Touch,51.0,61.0,,,,,,Balanced,Balanced,61.0,4.0,3.0,3.0,,,,,,,,
116361,Wuhan Three Towns,Super League,1.0,China PR,68,73,66,66,Euro Arena,1,7.0,,15300000.0,29.18,28.61,222235.0,212207.0,212207.0,212207.0,212207.0,212207.0,212207.0,212207.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,51.0,3.0,3.0,3.0,,,,,,,,
62,Guingamp,Ligue 2,2.0,France,67,69,66,66,Court Lane,1,8.0,,20000000.0,27.55,24.7,231753.0,192608.0,192608.0,192608.0,192608.0,231753.0,231753.0,231753.0,Balanced,51.0,61.0,,,,,,Fast Build Up,Forward Runs,61.0,3.0,3.0,3.0,,,,,,,,
81,Hibernian,Premiership,1.0,Scotland,67,67,65,66,Ivy Lane,2,7.0,,8300000.0,25.64,24.67,140498.0,202771.0,202771.0,202771.0,202771.0,225317.0,243963.0,202771.0,Balanced,51.0,61.0,,,,,,Balanced,Balanced,61.0,4.0,3.0,3.0,,,,,,,,
91,Derby County,League One,3.0,England,67,68,68,66,Molton Road (Sheldon Stadium),1,7.0,,9000000.0,27.73,25.56,241419.0,193849.0,193849.0,193849.0,193849.0,194018.0,193849.0,193849.0,Balanced,51.0,51.0,,,,,,Fast Build Up,Forward Runs,71.0,5.0,3.0,3.0,,,,,,,,
94,Ipswich Town,League One,3.0,England,67,67,65,67,Ivy Lane,1,10.0,,7000000.0,25.45,26.07,197975.0,225667.0,225667.0,225667.0,225667.0,225667.0,246685.0,246685.0,Press After Possession Loss,61.0,61.0,,,,,,Slow Build Up,Possession,61.0,5.0,3.0,3.0,,,,,,,,
199,Perugia,Serie B,2.0,Italy,67,66,66,67,Stadio Classico,1,6.0,,16000000.0,25.36,26.07,186614.0,242204.0,242411.0,242204.0,242204.0,186614.0,212714.0,212714.0,Balanced,41.0,41.0,,,,,,Fast Build Up,Forward Runs,51.0,3.0,3.0,3.0,,,,,,,,
224,Nîmes,Ligue 2,2.0,France,67,67,70,66,Town Park,1,4.0,,18000000.0,26.0,24.13,236721.0,244863.0,244863.0,244863.0,244863.0,231344.0,244863.0,244863.0,Pressure On Heavy Touch,51.0,51.0,,,,,,Slow Build Up,Possession,61.0,6.0,3.0,3.0,,,,,,,,
256,Austria Wien,Bundesliga,1.0,Austria,67,69,66,67,Stade Municipal,5,6.0,,39000000.0,25.18,23.89,233960.0,242815.0,258505.0,242815.0,242815.0,242815.0,242815.0,242815.0,Balanced,51.0,41.0,,,,,,Fast Build Up,Forward Runs,61.0,4.0,3.0,3.0,,,,,,,,
271,AGF,Superliga,1.0,Denmark,67,68,68,66,Euro Arena,1,7.0,,10700000.0,25.82,23.96,191083.0,235636.0,235636.0,235636.0,235636.0,191083.0,235636.0,235636.0,Press After Possession Loss,51.0,51.0,,,,,,Fast Build Up,Forward Runs,61.0,4.0,3.0,3.0,,,,,,,,
298,Rosenborg,Eliteserien,1.0,Norway,67,67,67,66,Forest Park Stadium (Square Ground),4,10.0,,25500000.0,24.64,23.29,190549.0,240040.0,240040.0,240040.0,240040.0,260567.0,230836.0,240040.0,Balanced,61.0,61.0,,,,,,Slow Build Up,Possession,71.0,5.0,3.0,3.0,,,,,,,,
456,Racing Santander,La Liga 2,2.0,Spain,67,66,68,68,Stade Municipal,1,5.0,,4400000.0,27.45,25.07,254005.0,191222.0,191222.0,191222.0,191222.0,243792.0,191222.0,191222.0,Balanced,41.0,41.0,,,,,,Fast Build Up,Forward Runs,51.0,3.0,3.0,3.0,,,,,,,,
694,Colorado Rapids,Major League Soccer,1.0,United States,67,72,68,67,Euro Arena,1,4.0,,171000000.0,28.73,23.96,205585.0,205585.0,205585.0,205585.0,205585.0,204709.0,205585.0,205585.0,Balanced,41.0,41.0,,,,,,Long Ball,Direct Passing,61.0,4.0,3.0,3.0,,,,,,,,
711,Häcken,Allsvenskan,1.0,Sweden,67,67,70,66,Molton Road (Sheldon Stadium),1,7.0,,11600000.0,26.55,24.28,213614.0,213614.0,234488.0,213614.0,213614.0,221605.0,234488.0,213614.0,Press After Possession Loss,61.0,51.0,,,,,,Fast Build Up,Forward Runs,61.0,6.0,3.0,3.0,,,,,,,,
897,Luzern,Super League,1.0,Switzerland,67,66,65,67,Molton Road (Sheldon Stadium),3,6.0,,12000000.0,25.73,23.39,257186.0,212150.0,212150.0,212150.0,212150.0,212150.0,212150.0,212150.0,Pressure On Heavy Touch,51.0,51.0,,,,,,Balanced,Balanced,61.0,5.0,3.0,3.0,,,,,,,,
982,Seoul,K League 1,1.0,Korea Republic,67,70,67,65,Sanderson Park (FIFA 13 NEW generic),6,6.0,,16800000.0,26.73,26.21,238097.0,180283.0,180283.0,180283.0,180283.0,244582.0,238097.0,244582.0,Press After Possession Loss,41.0,51.0,,,,,,Slow Build Up,Possession,51.0,8.0,3.0,3.0,,,,,,,,
983,Suwon Bluewings,K League 1,1.0,Korea Republic,67,67,66,67,Estadio de las Artes (Generic Stadium NG),3,5.0,,12300000.0,27.18,26.71,205565.0,212066.0,212066.0,212066.0,212066.0,248712.0,212066.0,212066.0,Balanced,51.0,51.0,,,,,,Fast Build Up,Forward Runs,61.0,3.0,3.0,3.0,,,,,,,,
1786,Randers,Superliga,1.0,Denmark,67,66,67,68,Court Lane,1,5.0,,5500000.0,26.91,24.48,180174.0,201271.0,201271.0,201271.0,229504.0,241659.0,229504.0,229504.0,Balanced,61.0,51.0,,,,,,Balanced,Balanced,61.0,3.0,3.0,3.0,,,,,,,,
1797,Rotherham United,Championship,2.0,England,67,66,68,67,Molton Road (Sheldon Stadium),1,1.0,,4700000.0,26.45,25.65,156464.0,227806.0,227806.0,227806.0,227806.0,227806.0,227806.0,227806.0,Balanced,41.0,51.0,,,,,,Long Ball,Direct Passing,61.0,3.0,3.0,3.0,,,,,,,,
1807,Sheffield Wednesday,League One,3.0,England,67,67,67,67,Ivy Lane,1,10.0,,9000000.0,28.55,26.83,183540.0,183540.0,183540.0,183540.0,183540.0,219216.0,183540.0,183540.0,Press After Possession Loss,71.0,51.0,,,,,,Fast Build Up,Forward Runs,81.0,5.0,3.0,3.0,,,,,,,,
1816,Amiens SC,Ligue 2,2.0,France,67,69,65,66,Stadion Neder,1,4.0,,13000000.0,25.0,24.08,176994.0,186197.0,186197.0,186197.0,186197.0,258911.0,186197.0,186197.0,Balanced,71.0,37.0,,,,,,Fast Build Up,Forward Runs,61.0,3.0,3.0,3.0,,,,,,,,
1854,Albacete,La Liga 2,2.0,Spain,67,67,68,67,Estadio Nacional (El Medio),1,4.0,,2500000.0,26.45,24.57,252079.0,252079.0,252079.0,252079.0,252079.0,215615.0,252079.0,252079.0,Balanced,51.0,41.0,,,,,,Fast Build Up,Forward Runs,51.0,4.0,3.0,3.0,,,,,,,,
1915,FC Groningen,Eredivisie,1.0,Netherlands,67,69,67,66,Waldstadion (Fussballstadion),2,5.0,,47400000.0,23.27,21.97,209701.0,255233.0,255233.0,250893.0,255233.0,251223.0,250893.0,255233.0,Balanced,61.0,51.0,,,,,,Fast Build Up,Forward Runs,51.0,3.0,3.0,3.0,,,,,,,,
1938,Peterborough United,League One,3.0,England,67,67,67,67,Court Lane,1,9.0,,8800000.0,22.82,22.89,200779.0,200779.0,228894.0,200779.0,200779.0,200779.0,209315.0,228894.0,Balanced,61.0,61.0,,,,,,Balanced,Balanced,61.0,6.0,3.0,3.0,,,,,,,,
2013,AS Eupen,Jupiler Pro League,1.0,Belgium,67,69,67,63,Court Lane,1,2.0,,20000000.0,23.0,22.89,206577.0,206577.0,206577.0,206577.0,206577.0,206577.0,206577.0,206577.0,Balanced,41.0,41.0,,,,,,Balanced,Balanced,71.0,3.0,3.0,3.0,,,,,,,,
10032,Lugano,Super League,1.0,Switzerland,67,66,69,65,Euro Park,2,4.0,,7600000.0,26.36,23.75,229845.0,210537.0,210537.0,210537.0,210537.0,240317.0,210537.0,210537.0,Balanced,61.0,41.0,,,,,,Fast Build Up,Forward Runs,71.0,4.0,3.0,3.0,,,,,,,,
100646,Sparta Rotterdam,Eredivisie,1.0,Netherlands,67,66,68,66,Stadion Neder,1,3.0,,20000000.0,26.55,24.37,185171.0,237895.0,185171.0,237895.0,177569.0,237895.0,237895.0,237895.0,Balanced,41.0,51.0,,,,,,Fast Build Up,Forward Runs,51.0,5.0,3.0,3.0,,,,,,,,
110588,Magdeburg,2. Bundesliga,2.0,Germany,67,67,66,67,Stadion Neder,1,1.0,,9500000.0,25.27,24.27,233520.0,233520.0,257283.0,233520.0,233520.0,233520.0,233520.0,233520.0,Balanced,61.0,71.0,,,,,,Slow Build Up,Possession,71.0,8.0,3.0,3.0,,,,,,,,
110746,Pogoń Szczecin,Ekstraklasa,1.0,Poland,67,67,67,67,Stadion Neder,3,9.0,,7900000.0,27.09,25.04,198046.0,177922.0,198046.0,177922.0,177922.0,177922.0,177922.0,198046.0,Balanced,51.0,71.0,,,,,,Slow Build Up,Possession,81.0,6.0,3.0,3.0,,,,,,,,
110831,Lugo,La Liga 2,2.0,Spain,67,68,66,68,Court Lane,1,3.0,,2600000.0,26.36,25.6,179528.0,226206.0,226206.0,226206.0,226206.0,227990.0,226206.0,226206.0,Pressure On Heavy Touch,51.0,51.0,,,,,,Long Ball,Direct Passing,71.0,4.0,3.0,3.0,,,,,,,,
110984,Emelec,Liga Pro,1.0,Ecuador,67,69,67,66,Eastpoint Arena (Football Ground),5,8.0,,34000000.0,27.73,27.05,212944.0,212944.0,212944.0,212944.0,212944.0,212944.0,212944.0,212944.0,Pressure On Heavy Touch,51.0,61.0,,,,,,Fast Build Up,Forward Runs,61.0,3.0,3.0,3.0,,,,,,,,
111010,Alianza Lima,Primera Division,1.0,Peru,67,67,68,66,Estadio de las Artes (Generic Stadium NG),5,9.0,,19500000.0,29.0,26.16,196434.0,264796.0,264796.0,264796.0,253771.0,191856.0,264796.0,253771.0,Balanced,61.0,41.0,,,,,,Fast Build Up,Forward Runs,51.0,3.0,3.0,3.0,,,,,,,,
111011,Cienciano,Primera Division,1.0,Peru,67,66,67,68,Estadio de las Artes (Generic Stadium NG),4,6.0,,12500000.0,31.82,31.11,159908.0,160159.0,160106.0,160159.0,160159.0,160208.0,160106.0,160106.0,Balanced,51.0,51.0,,,,,,Fast Build Up,Forward Runs,51.0,3.0,3.0,3.0,,,,,,,,
111139,Montreal Impact,Major League Soccer,1.0,Canada,67,69,66,69,Molton Road (Sheldon Stadium),4,4.0,,189000000.0,26.45,23.72,213092.0,210321.0,244680.0,210321.0,210321.0,210321.0,234300.0,244680.0,Balanced,51.0,51.0,,,,,,Slow Build Up,Possession,71.0,3.0,3.0,3.0,,,,,,,,
111397,Melbourne Victory,A-League,1.0,Australia,67,69,67,66,Stade Municipal,5,8.0,,11500000.0,28.0,25.96,203308.0,240262.0,240262.0,240262.0,240262.0,240262.0,240262.0,240262.0,Balanced,41.0,51.0,,,,,,Balanced,Balanced,61.0,3.0,3.0,3.0,,,,,,,,
112096,Al Ittifaq,Pro League,1.0,Saudi Arabia,67,69,69,64,Stade Kokoto (Generic Africa 2),3,6.0,,10500000.0,27.18,25.27,224962.0,208008.0,205257.0,224962.0,208008.0,205257.0,205257.0,224962.0,Balanced,51.0,51.0,,,,,,Long Ball,Direct Passing,51.0,3.0,3.0,3.0,,,,,,,,
112120,Giresunspor,Super Lig,1.0,Turkey,67,68,67,66,Stadion Neder,1,2.0,,3100000.0,26.27,25.2,262620.0,262620.0,262620.0,262620.0,262620.0,230072.0,252929.0,262620.0,Balanced,41.0,51.0,,,,,,Fast Build Up,Forward Runs,61.0,5.0,3.0,3.0,,,,,,,,
112168,Cosenza,Serie B,2.0,Italy,67,67,66,67,Euro Arena,1,2.0,,12000000.0,26.36,24.18,211608.0,238580.0,238580.0,238580.0,238580.0,179751.0,238580.0,238580.0,Balanced,51.0,51.0,,,,,,Long Ball,Direct Passing,61.0,5.0,3.0,3.0,,,,,,,,
112224,Melbourne City,A-League,1.0,Australia,67,75,68,65,Stade Municipal,3,10.0,,12900000.0,26.09,24.63,178589.0,212232.0,191783.0,212232.0,212232.0,212232.0,191783.0,191783.0,Balanced,61.0,51.0,,,,,,Fast Build Up,Forward Runs,61.0,4.0,3.0,3.0,,,,,,,,
112393,Al Taawon,Pro League,1.0,Saudi Arabia,67,74,68,63,Stade Kokoto (Generic Africa 2),4,6.0,,22100000.0,26.45,24.97,210843.0,212476.0,212476.0,212476.0,226376.0,244727.0,212476.0,212476.0,Pressure On Heavy Touch,61.0,61.0,,,,,,Slow Build Up,Possession,61.0,4.0,3.0,3.0,,,,,,,,
112540,Shanghai SIPG,Super League,1.0,China PR,67,65,62,66,Stadion Olympik,5,8.0,,29000000.0,28.82,26.96,224604.0,221847.0,221847.0,221847.0,221847.0,207734.0,221847.0,221847.0,Press After Possession Loss,51.0,71.0,,,,,,Slow Build Up,Possession,61.0,5.0,3.0,3.0,,,,,,,,
112606,Orlando City,Major League Soccer,1.0,United States,67,73,66,66,Ivy Lane,5,6.0,,265500000.0,26.09,24.05,203137.0,256136.0,259874.0,256136.0,256136.0,255420.0,253953.0,256136.0,Balanced,61.0,51.0,,,,,,Balanced,Balanced,61.0,5.0,3.0,3.0,,,,,,,,
112689,Platense,Liga Profesional,1.0,Argentina,67,68,66,68,Crown Lane,1,1.0,,5500000.0,25.55,25.17,255197.0,261011.0,261011.0,261011.0,261011.0,215112.0,261011.0,261011.0,Balanced,51.0,51.0,,,,,,Fast Build Up,Forward Runs,51.0,3.0,3.0,3.0,,,,,,,,
112713,Sarmiento,Liga Profesional,1.0,Argentina,67,68,67,68,Arena d'Oro,1,1.0,,4500000.0,28.73,27.38,142707.0,242002.0,242002.0,242002.0,242002.0,142707.0,242002.0,242002.0,Pressure On Heavy Touch,51.0,51.0,,,,,,Fast Build Up,Forward Runs,61.0,4.0,3.0,3.0,,,,,,,,
112791,SPAL,Serie B,2.0,Italy,67,68,68,65,Court Lane,1,6.0,,20000000.0,25.91,25.44,229456.0,240385.0,222355.0,240385.0,240385.0,220915.0,240385.0,240385.0,Balanced,51.0,51.0,,,,,,Slow Build Up,Possession,51.0,7.0,3.0,3.0,,,,,,,,
113057,Al Feiha,Pro League,1.0,Saudi Arabia,67,70,69,62,Stade Kokoto (Generic Africa 2),2,4.0,,6100000.0,29.73,28.17,238902.0,247188.0,247188.0,247188.0,247188.0,241771.0,247188.0,247188.0,Balanced,41.0,41.0,,,,,,Balanced,Balanced,51.0,4.0,3.0,3.0,,,,,,,,
113217,Dhamk,Pro League,1.0,Saudi Arabia,67,68,70,64,Stade Kokoto (Generic Africa 2),1,3.0,,4900000.0,29.45,26.69,254895.0,216351.0,216351.0,216351.0,216351.0,216351.0,216351.0,216351.0,Balanced,41.0,41.0,,,,,,Balanced,Balanced,51.0,3.0,3.0,3.0,,,,,,,,
113796,Ümraniyespor,Super Lig,1.0,Turkey,67,67,67,67,469,1,1.0,,1000000.0,30.45,27.91,144172.0,198312.0,198312.0,198312.0,198312.0,269871.0,196884.0,198312.0,Balanced,51.0,51.0,,,,,,Long Ball,Direct Passing,51.0,3.0,3.0,3.0,,,,,,,,
